#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648721220141175,155.775335174864,-0.200854309052414,19.44082,17.37083,16.33696,15.88241,15.48007,756,301,3,267,306307754266486784,GALAXY,0.09257647,272,51941,229
1237648721220010190,155.561087973478,-0.0272458372320898,19.03819,17.79249,17.22686,16.85721,16.63472,756,301,3,265,306316550359508992,GALAXY,0.1125911,272,51941,261
1237648721220010158,155.541744563137,-0.0553723844187904,19.53143,17.72145,16.83091,16.39734,16.08084,756,301,3,265,305129901462153216,GALAXY,0.07183877,271,51883,40
1237648721220010121,155.48400073013,-0.0715215394280345,19.52335,17.58873,16.70269,16.24651,15.89563,756,301,3,265,305128252194711552,GALAXY,0.07870299,271,51883,34
1237648721219813488,155.015866294537,-0.113941461692174,19.18205,17.14069,16.10541,15.68298,15.29503,756,301,3,262,305139522188896256,GALAXY,0.1253822,271,51883,75
1237648721219748093,154.982999531702,-0.20143159709187,19.10244,17.63602,16.90735,16.52213,16.25722,756,301,3,261,305151341938894848,GALAXY,0.06346736,271,51883,118
1237648721219748023,154.864283732507,-0.0345391738197167,18.37732,16.88301,16.28039,15.94014,15.78495,756,301,3,261,305151616816801792,GALAXY,0.04713511,271,51883,119
1237648721219747888,154.856162751645,-0.0299068495406669,18.79426,18.34404,18.25214,18.3229,18.19995,756,301,3,261,306329744499042304,QSO,0.8181214,272,51941,309
1237648721219682384,154.795923129408,-0.15386057739034,19.09539,18.11292,17.78169,17.65197,17.57892,756,301,3,260,4313406748750749696,STAR,0.0004892497,3831,55543,306
1237648721219682357,154.749361453047,-0.182520789766171,19.19234,17.33534,16.35525,15.85395,15.51435,756,301,3,260,305161512421451776,GALAXY,0.09228784,271,51883,155
1237648721219616998,154.651835187861,-0.178075477796774,18.74892,16.90716,15.95795,15.48473,15.08246,756,301,3,259,306328095231600640,GALAXY,0.06359103,272,51941,303
1237648721219616970,154.618369032971,-0.0706202266834076,19.35042,17.61593,16.72431,16.21484,15.82124,756,301,3,259,306330019376949248,GALAXY,0.06570753,272,51941,310
1237648721219616899,154.54904278762,-0.149462427123544,19.56517,17.64734,16.72979,16.29004,15.9327,756,301,3,259,305168384369125376,GALAXY,0.06397337,271,51883,180
1237648721219616883,154.535588626542,-0.0842082983137502,19.23177,17.46849,16.54995,16.02666,15.61895,756,301,3,259,306328370109507584,GALAXY,0.0610805,272,51941,304
1237648721219616821,154.622479074877,-0.141871295671353,19.06688,18.69043,18.51842,18.41969,18.17964,756,301,3,259,305160412909824000,QSO,2.137572,271,51883,151
1237648721219616818,154.611917786821,-0.164199838241081,18.79575,18.57321,18.55136,18.35209,18.30321,756,301,3,259,305160687787730944,QSO,1.812651,271,51883,152
1237648721219616807,154.598453045893,-0.0910453080395938,18.94769,18.79742,18.65749,18.60048,18.73997,756,301,3,259,305162337055172608,QSO,1.40169,271,51883,158
1237648721219551422,154.452717544729,-0.0307630139543008,18.6479,16.66485,15.59894,15.12062,14.85318,756,301,3,258,305165085834242048,GALAXY,0.06358586,271,51883,168
1237648721219551387,154.427149469344,-0.193461067969318,19.10797,17.57482,16.77922,16.37828,16.08525,756,301,3,258,305166185345869824,GALAXY,0.09604297,271,51883,172
1237648721219551336,154.388382115115,-0.0292469703871962,19.50942,17.5641,16.60739,16.10064,15.76186,756,301,3,258,305173881927264256,QSO,0.06103761,271,51883,200
1237648721219551236,154.38665895977,-0.0731250644915052,19.40503,17.48724,16.53689,16.08374,15.7189,756,301,3,258,305172507537729536,GALAXY,0.0655472,271,51883,195
1237648721219485979,154.279099297899,-0.175661495411846,18.58894,17.37458,16.94893,16.7297,16.77008,756,301,3,257,305183227776100352,GALAXY,0.03401261,271,51883,234
1237648721219485758,154.359635248295,-0.164217092623191,19.03104,18.46669,18.11303,18.04101,17.43849,756,301,3,257,305171957781915648,QSO,0.3449105,271,51883,193
1237648721219485706,154.244422242803,-0.119017276736211,19.10702,19.07256,18.79198,18.64582,18.07549,756,301,3,257,305181578508658688,QSO,0.3372652,271,51883,228
1237648721219420336,154.12177055748,-0.0269904513215089,19.44706,18.06446,17.47818,17.14834,16.89766,756,301,3,256,305228032874932224,GALAXY,0.1043095,271,51883,397
1237648721219354811,154.002658423186,-0.112700987831629,19.09596,17.07662,16.16983,15.72136,15.34942,756,301,3,255,305191748991215616,GALAXY,0.05991426,271,51883,265
1237648721219092863,153.449438632111,-0.174722051779841,19.33492,17.25626,16.32616,15.91549,15.54986,756,301,3,251,304025717346166784,GALAXY,0.08873131,270,51909,119
1237648721219092716,153.398299671081,-0.175484772684325,19.52077,17.50807,16.52395,16.08269,15.73608,756,301,3,251,304158208497313792,GALAXY,0,270,51909,601
1237648721219092632,153.47429239505,-0.154835468680885,18.73601,16.59921,15.56108,15.12695,14.77491,756,301,3,251,304014997107795968,GALAXY,0.098474,270,51909,80
1237648721219092504,153.364274500903,-0.0290975080585189,17.88942,16.55713,16.10999,15.9643,15.89903,756,301,3,251,304135393631037440,STAR,-0.0001454137,270,51909,518
1237648721218961430,153.078393446964,-0.0602616563675149,17.35868,16.26491,15.91327,15.79312,15.79815,756,301,3,249,304127422171736064,STAR,-8.446973E-05,270,51909,489
1237648721218765142,152.67494753381,-0.127761597844867,19.04204,17.87724,17.45017,17.21807,17.22886,756,301,3,246,304040560753141760,GALAXY,0.05841528,270,51909,173
1237648721218765006,152.716994596474,-0.13428038179901,17.95627,16.46152,15.72164,15.30538,15.0177,756,301,3,246,304040010997327872,GALAXY,0.06864782,270,51909,171
1237648721218699455,152.528980855089,-0.0577001351457921,18.59652,17.28157,16.71329,16.36005,16.12741,756,301,3,245,304120825101969408,GALAXY,0.05838413,270,51909,465
1237648721218699441,152.505930978519,-0.19791262720974,18.99524,17.87855,17.19045,16.82093,16.56422,756,301,3,245,304046058311280640,GALAXY,0.1512586,270,51909,193
1237648721218699400,152.463010730857,-0.121920000876416,18.70498,17.23423,16.5517,16.18321,15.91227,756,301,3,245,304047707578722304,GALAXY,0.06256203,270,51909,199
1237648721218699361,152.567216896437,-0.0747872633850973,17.89386,16.11245,15.34051,15.00042,14.70411,756,301,3,245,304123024125224960,GALAXY,0.09642068,270,51909,473
1237648721218634007,152.432608580649,-0.0521289999164167,18.951,17.08533,16.11569,15.69776,15.33339,756,301,3,244,304124948270573568,GALAXY,0.09537001,270,51909,480
1237648721218633997,152.40891873447,-0.159743399743281,19.27068,18.5268,18.12876,17.75474,17.72392,756,301,3,244,304054579526395904,GALAXY,0.1375496,270,51909,224
1237648721218633979,152.388011336356,-0.00952870182677649,19.30342,17.38579,16.42225,15.99919,15.64936,756,301,3,244,304109005351970816,GALAXY,0.09656405,270,51909,422
1237648721218633973,152.381681963501,-0.0409471636424254,18.45212,16.89779,16.04317,15.65277,15.35365,756,301,3,244,304113953154295808,GALAXY,0.09588677,270,51909,440
1237648721218633899,152.289487026633,-0.0630713146608052,19.45274,17.62178,16.68552,16.27155,15.9206,756,301,3,244,304112303886854144,GALAXY,0.09546287,270,51909,434
1237648721218633849,152.354824176563,-0.129743707300528,19.49632,17.59388,16.67482,16.25166,15.95042,756,301,3,244,304055679038023680,GALAXY,0.09504843,270,51909,228
1237648721220206611,155.918015678132,-0.0614814212869609,19.51307,17.54918,16.57006,16.11872,15.77169,756,301,3,268,306298683295557632,GALAXY,0.094426,272,51941,196
1237648721220141270,155.852843202197,-0.165606488142009,19.27058,18.17954,17.62054,17.24121,17.02961,756,301,3,267,306295109882767360,GALAXY,0.09317704,272,51941,183
1237648721220141140,155.751160909567,-0.0599618780799468,19.25243,18.13035,17.5816,17.27784,17.11384,756,301,3,267,305127977316804608,GALAXY,0.06272236,271,51883,33
1237648721220075721,155.711610926085,-0.0169599720355319,18.91198,17.72086,17.11255,16.70341,16.44827,756,301,3,266,305289605526087680,GALAXY,0.06253219,271,51883,621
1237648721220075713,155.688646624821,-0.00308830670614977,18.08446,16.95451,16.28149,15.88147,15.60056,756,301,3,266,306307479388579840,GALAXY,0.06255899,272,51941,228
1237648721220075588,155.686017580228,-0.126515749716122,19.19906,18.98658,18.72967,18.60782,18.5857,756,301,3,266,305129076828432384,QSO,1.403561,271,51883,37
1237648704577142822,183.531325694133,0.0896930301317096,19.47406,17.0424,15.94699,15.50342,15.22531,752,301,4,267,3722360139651588096,STAR,-8.955967E-06,3306,54922,491
1237648704577536044,184.388869555822,0.0682874275127467,19.04397,17.51106,16.87335,16.61114,16.48303,752,301,4,273,363838320330958848,STAR,0.0002400984,323,51615,628
1237648704577536186,184.38091910014,0.174322769799921,17.81661,16.86976,16.53884,16.19576,16.08668,752,301,4,273,323307030041356288,GALAXY,0.07277206,287,52023,632
1237648704577536223,184.466853071054,0.111965321115041,19.3932,18.48274,18.16551,18.05122,18.04328,752,301,4,273,364962846703904768,STAR,-0.0002702182,324,51666,623
1237648704577732678,184.832199654394,0.0443065474951896,19.52092,17.58562,16.4269,15.94473,15.56269,752,301,4,276,324390873242560512,GALAXY,0.1506381,288,52000,479
1237648704577732659,184.956985534292,0.156360266610548,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2880158134033213440,STAR,0.0003043607,2558,54140,386
1237648704577732629,184.876314438781,0.185151372196083,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2880158408911120384,STAR,0.0006924281,2558,54140,387
1237648704577732627,184.875528613881,0.0330608120747109,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2880149612818098176,STAR,-0.0001673784,2558,54140,355
1237648704577732624,184.864190324522,0.143441661714473,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2891416308686022656,STAR,0.0001580866,2568,54153,383
1237648704577732623,184.863598135271,0.143469362841369,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2880145764527400960,STAR,0.0001359466,2558,54140,341
1237648704577667370,184.765155339711,0.0809857944756924,19.18013,18.07133,17.71771,17.48797,17.55667,752,301,4,275,324388674219304960,GALAXY,0.06807999,288,52000,471
1237648704577667254,184.782697712007,0.140979369185379,19.0764,17.78953,16.98818,16.60519,16.27859,752,301,4,275,324389498853025792,GALAXY,0.1169446,288,52000,474
1237648704577667170,184.770203854765,0.198010050309851,18.18974,17.23738,16.89113,16.75727,16.71052,752,301,4,275,2880147963550656512,STAR,0.0005198076,2558,54140,349
1237648704577667113,184.711969607884,0.0665719008945266,17.70824,16.61069,16.19772,16.0625,16.00229,752,301,4,275,3722398897436467200,STAR,0.0001723799,3306,54922,632
1237648704577667080,184.676761920852,0.0594418690633144,17.72835,16.19783,15.66073,15.51586,15.43615,752,301,4,275,2880150437451819008,STAR,0.0001753645,2558,54140,358
1237648704577601678,184.627407857873,0.0132340863140159,18.48543,17.339,16.90179,16.66712,16.48684,752,301,4,274,323308404430891008,GALAXY,0.02129653,287,52023,637
1237648704577601667,184.61856312322,0.080576269050119,19.4127,17.47109,16.4987,16.06502,15.66848,752,301,4,274,324379328370468864,GALAXY,0.1167829,288,52000,437
1237648704577601603,184.516834223026,0.145549585698252,19.21684,18.29956,18.19589,18.14758,18.26658,752,301,4,274,3722388726953910272,STAR,8.799958E-05,3306,54922,595
1237648704577601583,184.658795469677,0.159935506727761,18.63032,17.23437,16.72749,16.51772,16.44039,752,301,4,274,2880149887696005120,STAR,4.313261E-06,2558,54140,356
1237648704577601580,184.654170271373,0.122673445871218,19.07731,18.64518,18.49678,18.52677,18.45765,752,301,4,274,324374930323957760,QSO,0.9251733,288,52000,421
1237648704577601553,184.56941092437,0.137091485331373,17.51339,16.41793,16.06695,15.93751,15.89478,752,301,4,274,324377404225120256,STAR,-3.548175E-05,288,52000,430
1237648704577470571,184.245664287357,0.198257076934407,19.22143,19.30248,19.13823,19.11351,19.23454,752,301,4,272,323293561023916032,QSO,1.178098,287,52023,583
1237648704577470556,184.221797167381,0.0469551812994854,19.05958,18.09512,17.92766,17.8927,17.90772,752,301,4,272,364801218494621696,STAR,0.0002099738,324,51666,35
1237648704577470535,184.350646587722,0.207229522687783,18.73832,18.60962,18.39696,18.31174,17.97663,752,301,4,272,323294660535543808,QSO,0.2719369,287,52023,587
1237648704577405071,184.189573804239,0.0994824678579993,19.25667,17.54869,16.63578,16.14922,15.76639,752,301,4,271,324366134230935552,GALAXY,0.07208736,288,52000,389
1237648704577405051,184.160510151936,0.0756453127968689,19.5799,17.72815,16.9874,16.68076,16.50426,752,301,4,271,3722375257936470016,STAR,8.29558E-06,3306,54922,546
1237648704577405025,184.102097884192,0.191510916465875,19.5625,18.19113,17.65759,17.47573,17.39203,752,301,4,271,3722374708180656128,STAR,5.466255E-05,3306,54922,544
1237648704577404955,184.085331089266,0.112110022208472,18.83307,17.51785,16.94273,16.71418,16.60521,752,301,4,271,3722375532814376960,STAR,0.0006227744,3306,54922,547
1237648704577339553,183.979194460504,0.135997822421441,19.29772,17.80227,17.18266,16.92335,16.79928,752,301,4,270,3722364262820192256,STAR,-3.457434E-05,3306,54922,506
1237648704577339546,183.973497678925,0.0816255816114345,18.67249,17.71375,17.49362,17.28284,17.22644,752,301,4,270,324369157887911936,GALAXY,0.04050813,288,52000,400
1237648704577339400,183.92458850092,0.0972457823377776,17.90616,16.97172,16.67541,16.53776,16.47596,752,301,4,270,363829249360029696,STAR,8.911928E-05,323,51615,595
1237648704577274016,183.900081418135,0.187473296678452,18.97993,17.84496,17.38022,17.20673,17.07071,752,301,4,269,3722366736721354752,STAR,0.0003148482,3306,54922,515
1237648704577273992,183.864379023055,0.0192007114116613,19.38322,17.88995,17.10537,16.66393,16.36955,752,301,4,269,323286963954149376,GALAXY,0.1002423,287,52023,559
1237648704577273970,183.847173555454,0.173694164045785,19.43133,18.46779,18.16451,18.01475,18.04155,752,301,4,269,364954875244603392,STAR,0.0003146027,324,51666,594
1237648704577273909,183.883288300757,0.102556751901392,17.55025,16.26342,16.43869,16.55492,16.61326,752,301,4,269,3722365912087633920,STAR,0.0005903565,3306,54922,512
1237648704577273907,183.870529428039,0.0499106850602565,17.76536,16.60272,16.16116,15.98233,15.90438,752,301,4,269,3722365362331820032,STAR,-0.0001106159,3306,54922,510
1237648704577208477,183.680207441114,0.126185092322292,19.38298,18.19169,17.47428,17.08732,16.80125,752,301,4,268,323274319570429952,GALAXY,0.1231112,287,52023,513
1237648704577142859,183.598370535872,0.135285032246653,18.6628,17.21449,16.67637,16.48922,16.3915,752,301,4,267,363814405953054720,STAR,-5.491128E-05,323,51615,541
1237648704578715707,187.148953799005,0.0577055818926092,17.81092,16.27263,15.68785,15.49495,15.38605,752,301,4,291,2880222730341345280,STAR,-0.0001763461,2558,54140,621
1237648704578715685,187.113033372633,0.142407915556299,17.37433,16.10176,15.48611,15.20287,14.99776,752,301,4,291,325525019318839296,GALAXY,0.0229938,289,51990,509
1237648704578715652,187.077507343713,0.0668632964827939,17.94245,16.66657,16.10645,15.87961,15.73977,752,301,4,291,2880215583515764736,STAR,0.0002254212,2558,54140,595
1237648704578584799,186.864198259196,0.0488906726489193,18.78979,17.4279,16.68736,16.28967,15.9906,752,301,4,289,325521995661862912,GALAXY,0.1129216,289,51990,498
1237648704578519228,186.704715090486,0.185916793925265,19.53823,17.69941,16.98525,16.67076,16.4375,752,301,4,288,2880203214009952256,STAR,0.0007595233,2558,54140,550
1237648704578519124,186.74856167219,0.173245776039777,17.40626,15.87684,15.26237,15.03957,14.92599,752,301,4,288,2880203488887859200,STAR,-8.99054E-05,2558,54140,551
1237648704578519122,186.745388726843,0.103838625634396,18.57371,17.7188,17.39374,17.28585,17.26827,752,301,4,288,2880201289864603648,STAR,0.0001807012,2558,54140,543
1237648704578519117,186.734487538965,0.0680753878992606,18.81766,17.49303,16.91854,16.68079,16.58296,752,301,4,288,2880205687911114752,STAR,-0.0004707915,2558,54140,559
1237648704578453621,186.497878568643,0.0658238415781229,19.03382,18.15575,17.95118,17.86144,17.88585,752,301,4,287,2891463037930203136,STAR,0.0004803091,2568,54153,553
1237648704578453584,186.59901175785,0.14123272378547,18.92344,17.86703,17.40125,17.19161,17.12352,752,301,4,287,2880201014986696704,STAR,0.0003513635,2558,54140,542
1237648704578453578,186.579429990901,0.0545733227377414,17.09046,15.47887,14.81628,14.52759,14.37151,752,301,4,287,2880191119382046720,STAR,3.882546E-05,2558,54140,506
1237648704578453574,186.568269881861,0.0100976774886504,18.26847,17.98774,17.77489,17.65078,17.51534,752,301,4,287,325505502987446272,QSO,1.974752,289,51990,438
1237648705129414741,218.729172109061,0.458112049320336,16.97457,15.7859,15.32505,15.16091,15.08877,752,301,5,502,345758776562837504,STAR,-5.700218E-06,307,51663,391
1237648705130070300,220.247569102665,0.561580939474981,19.33625,17.34765,16.35417,15.91167,15.58279,752,301,5,512,345813477266319360,GALAXY,0.1087394,307,51663,590
1237648705129611548,219.137657178715,0.432899037425529,19.20287,16.59277,15.70658,15.25103,14.89744,752,301,5,505,345768122411673600,GALAXY,0.07221484,307,51663,425
1237648705129611390,219.196913277161,0.627944731367488,19.54733,18.17471,17.46927,17.09822,16.84518,752,301,5,505,345768397289580544,GALAXY,0.1097059,307,51663,426
1237648705129545834,219.083276955011,0.576226173290968,18.70255,17.71797,17.34371,17.17482,17.1185,752,301,5,504,344697197650012160,STAR,2.465603E-05,306,51637,625
1237648705129480247,218.832171063006,0.475729990144539,16.75927,15.62012,15.041,14.71669,14.44965,752,301,5,503,344690050824431616,GALAXY,0.02956719,306,51637,599
1237648705131577473,223.721190705447,0.592259679046183,18.39739,17.19646,17.05326,17.01461,17.00084,752,301,5,535,348039444110010368,STAR,0.0003286994,309,51994,496
1237648705131446533,223.351100665586,0.596641880294122,18.75948,17.00923,16.23589,15.85673,15.56286,752,301,5,533,348019103144896512,GALAXY,0.04475124,309,51994,422
1237648705131446471,223.298763587073,0.42716758111186,19.42283,17.4826,16.666,16.28759,16.07406,752,301,5,533,3731334629240709120,STAR,7.644324E-05,3314,54970,372
1237648705131446315,223.322709012677,0.578090296345257,19.29648,18.97669,18.7908,18.60685,18.37464,752,301,5,533,4525179282310275072,QSO,2.161713,4019,55363,682
1237648705131446312,223.318730614333,0.432323614302029,18.45782,17.43254,17.11235,16.98668,16.93474,752,301,5,533,348020477534431232,STAR,-0.0001297991,309,51994,427
1237648705131315302,223.054033344822,0.448209328012177,19.04703,17.81065,17.26437,17.02838,16.91153,752,301,5,531,3303564676880689152,STAR,-0.0006477003,2934,54626,634
1237648705131315298,223.049115484247,0.431435444524124,18.36592,16.87863,16.31238,16.08971,15.98311,752,301,5,531,3275415530395166720,STAR,0.0003079119,2909,54653,628
1237648705131315242,223.035007954668,0.494678055954658,18.35068,17.1323,16.69338,16.5298,16.45769,752,301,5,531,348012506075129856,STAR,0.000164416,309,51994,398
1237648705131249803,222.955420289019,0.472939253530903,18.31584,17.36814,17.06714,16.91268,16.87696,752,301,5,530,3275403160889354240,STAR,2.555085E-05,2909,54653,583
1237648705131249779,222.933967786532,0.432157455273946,18.23652,17.03079,16.52341,16.28072,16.18811,752,301,5,530,3275404260400982016,STAR,0.0001229305,2909,54653,587
1237648705131249776,222.930123556926,0.551959989068758,17.68786,16.79101,16.52302,16.42408,16.39017,752,301,5,530,3275405085034702848,STAR,3.517487E-05,2909,54653,590
1237648705131249724,222.861308772636,0.491121435099852,19.11269,17.97062,17.43498,17.19457,17.0672,752,301,5,530,3275403435767261184,STAR,0.0001987199,2909,54653,584
1237648705131184501,222.807498025788,0.447500574802906,18.76092,17.06253,16.26154,15.85517,15.54927,752,301,5,529,346941851057547264,GALAXY,0.0635696,308,51662,599
1237648705131118799,222.558161808032,0.557515183998802,18.98946,17.83726,17.34649,17.12594,16.98877,752,301,5,528,347998762179782656,GALAXY,0.03979656,309,51994,348
1237648705131118796,222.549578402854,0.543575298012662,17.6157,16.21818,15.50727,15.09512,14.76708,752,301,5,528,346937453011036160,GALAXY,0.03950118,308,51662,583
1237648705131118779,222.535613287429,0.614590469494614,18.9386,17.40152,16.62746,16.27216,15.9696,752,301,5,528,346939377156384768,GALAXY,0.04044159,308,51662,590
1237648705131118731,222.652655608502,0.62341251347713,18.20361,18.04696,17.7736,17.79992,17.86788,752,301,5,528,4523911549748748288,QSO,1.078722,4018,55622,166
1237648705131118696,222.628731110303,0.610314038236161,18.43803,17.35825,17.17337,17.13696,17.16753,752,301,5,528,346937178133129216,STAR,8.74032E-05,308,51662,582
1237648705131118610,222.554870205897,0.59301618129588,18.95988,17.82082,17.37332,17.20241,17.13798,752,301,5,528,346938552522663936,STAR,-4.605688E-05,308,51662,587
1237648705131053365,222.499868904477,0.540387339297973,19.5456,19.30174,19.28545,19.03486,18.92336,752,301,5,527,4525135301845164032,QSO,1.708234,4019,55363,522
1237648705131053138,222.491454260417,0.548738020541755,18.99404,17.49792,16.92866,16.72374,16.63062,752,301,5,527,3275391890895169536,STAR,-0.0001716535,2909,54653,542
1237648705131053137,222.489099894747,0.558296016437553,16.9911,15.17415,14.37363,13.99589,13.71774,752,301,5,527,346931130819176448,GALAXY,0.03983419,308,51662,560
1237648705131053092,222.441820837326,0.613423199442768,19.06321,17.69734,17.16108,16.98235,16.8865,752,301,5,527,3275388042604472320,STAR,-2.630116E-05,2909,54653,528
1237648705131053073,222.404071649419,0.562050517771858,17.88768,16.85683,16.72489,16.70373,16.71813,752,301,5,527,3275381445534705664,STAR,0.0002789535,2909,54653,504
1237648705131053064,222.392750489752,0.605170014325107,19.05459,18.04969,17.6553,17.56808,17.48506,752,301,5,527,3275389966749820928,STAR,-0.0001324663,2909,54653,535
1237648705131053058,222.390900828787,0.487568609754316,16.96505,15.7589,15.83425,15.92798,16.00828,752,301,5,527,3275380620900984832,STAR,-6.58438E-05,2909,54653,501
1237648705130987733,222.249626464079,0.583698893140016,19.5731,18.34088,17.81578,17.58725,17.49151,752,301,5,526,3303530866898135040,STAR,0.0002551085,2934,54626,511
1237648705130987618,222.338501337534,0.52425553760453,19.27851,17.59257,17.7325,24.35682,18.04501,752,301,5,526,346928931795920896,STAR,-3.388168E-05,308,51662,552
1237648705130987596,222.286726718605,0.439344855813773,18.96441,17.58614,17.0402,16.83655,16.74259,752,301,5,526,3275382270168426496,STAR,0.0001348928,2909,54653,507
1237648705130987556,222.267623092351,0.627672055567797,17.43897,16.26901,16.20808,16.25376,16.29207,752,301,5,526,3275389142116100096,STAR,-0.0008588776,2909,54653,532
1237648705130987552,222.259213113029,0.609162934949145,19.13914,18.14602,17.76331,17.61261,17.53908,752,301,5,526,3275391066261448704,STAR,2.173751E-06,2909,54653,539
1237648705130922251,222.165588631451,0.44778348665957,18.41705,17.3414,16.8993,16.6444,16.47451,752,301,5,525,346916837168015360,GALAXY,0.03457854,308,51662,508
1237648705130922138,222.226824304301,0.462859924716433,17.94159,16.6496,16.00563,15.64483,15.36471,752,301,5,525,347998212423968768,GALAXY,0.03443914,309,51994,346
1237648705130922106,222.209389461992,0.458158089406803,19.12092,18.22013,17.98256,17.89219,17.83752,752,301,5,525,3303530042264414208,STAR,6.463931E-05,2934,54626,508
1237648705130922103,222.205533985117,0.491712353781234,17.41434,16.52501,16.20485,16.07789,16.02643,752,301,5,525,3275382545046333440,STAR,0.001026436,2909,54653,508
1237648705130922065,222.174821897946,0.478226740921885,18.85767,17.78661,17.99048,18.16379,18.28648,752,301,5,525,3303532241287669760,STAR,-0.0002566864,2934,54626,516
1237648705130922052,222.147402681413,0.617188571400906,17.37095,16.27888,15.86988,15.7317,15.69633,752,301,5,525,3275368526273079296,STAR,7.703102E-05,2909,54653,457
1237648705130922008,222.101397959095,0.566545636244118,16.38163,15.44816,15.16225,15.06545,15.05005,752,301,5,525,3275375398220752896,STAR,0.0006557456,2909,54653,482
1237648705130856996,222.070395402625,0.578781766796051,19.56222,18.61031,18.35587,18.2285,18.22787,752,301,5,524,346916287412201472,STAR,-0.0003347755,308,51662,506
1237648705130856994,222.069974728048,0.632685807538976,19.55005,19.45104,19.55948,19.68855,19.8034,752,301,5,524,604620103731931136,GALAXY,0.5843571,537,52027,43
1237648705130856657,222.019501357889,0.57765287492501,17.612,16.7678,16.44467,16.32392,16.29116,752,301,5,524,4528632848148570112,STAR,-0.0005940613,4022,55352,958
1237648705130856507,222.007300553446,0.441129679503954,17.52509,16.50577,16.20803,16.10891,16.07813,752,301,5,524,3275376222854473728,STAR,8.452866E-05,2909,54653,485
1237648705130856504,221.984190352131,0.446387395963864,17.50681,16.05808,15.52935,15.36461,15.28286,752,301,5,524,3275377047488194560,STAR,-3.774953E-05,2909,54653,488
1237648705130856465,221.940616259841,0.474738647096978,18.78733,17.95024,17.64966,17.54325,17.51614,752,301,5,524,3275379796267264000,STAR,-0.0004821776,2909,54653,498
1237648720684974090,159.624964770133,-0.620714450464162,19.19383,18.20278,17.90109,17.77634,17.74759,756,301,2,293,4245951160647655424,STAR,-0.0002564917,3771,55544,664
1237648720686481532,163.145855994394,-0.517062807709257,19.08934,17.37336,16.47905,16.02317,15.66737,756,301,2,316,310800633118615552,GALAXY,0.07332443,276,51909,190
1237648720685629588,161.16420167063,-0.434453904799384,19.05616,17.70945,16.99192,16.54076,16.26619,756,301,2,303,309698372728547328,GALAXY,0.08539017,275,51910,276
1237648720685629571,161.142639725754,-0.43457405330704,19.38031,18.07652,17.34212,16.86341,16.50079,756,301,2,303,308504303151114240,GALAXY,0.08483262,274,51913,28
1237648720685629545,161.255471004554,-0.531927476620096,17.47383,16.41803,16.07634,15.96205,15.90247,756,301,2,303,2881240604371609600,STAR,-0.0002870185,2559,54208,228
1237648720685629523,161.226535503208,-0.470463619391042,18.56268,17.14623,16.5559,16.29699,16.157,756,301,2,303,2881254623144863744,STAR,0.0006572489,2559,54208,279
1237648720685629515,161.210748792098,-0.433373885896122,16.23113,15.20485,14.95443,14.8674,14.86301,756,301,2,303,2881254073389049856,STAR,-0.0001117433,2559,54208,277
1237648720685629498,161.180584400761,-0.45639741314626,17.14849,15.83151,15.35753,15.18887,15.12737,756,301,2,303,2881251874365794304,STAR,0.0001615622,2559,54208,269
1237648720685629451,161.133528799101,-0.569857253093228,16.63374,15.54072,15.18744,15.06259,15.03905,756,301,2,303,2881249675342538752,STAR,0.0004500991,2559,54208,261
1237648720685564127,161.064324651252,-0.484587013588463,18.77188,17.15955,16.35564,15.94145,15.65799,756,301,2,302,308505952418555904,GALAXY,0.0603932,274,51913,34
1237648720685564032,160.996765036117,-0.588244892405631,18.38625,16.39808,15.40492,14.88012,14.50048,756,301,2,302,309692600292501504,GALAXY,0.06067357,275,51910,255
1237648720685564031,160.998159088509,-0.588311671709767,18.1781,16.13568,15.28753,14.89827,14.56479,756,301,2,302,308503753395300352,GALAXY,0.06063098,274,51913,26
1237648720685564025,160.991100535686,-0.56137253548599,19.58396,17.64963,16.73063,16.29203,15.94702,756,301,2,302,309691500780873728,GALAXY,0.06164807,275,51910,251
1237648720685563996,161.115242972363,-0.575633406817007,17.88776,16.52607,16.03367,15.85057,15.80518,756,301,2,302,2689848615408527360,STAR,0.0001079826,2389,54213,268
1237648720685563989,161.09480103804,-0.452049785506271,17.8271,16.23793,15.67866,15.49427,15.41664,756,301,2,302,2881251324609980416,STAR,-7.835384E-05,2559,54208,267
1237648720685563984,161.090029883974,-0.612438382465723,19.26927,18.24939,17.96535,17.83665,17.80351,756,301,2,302,2892508949725079552,STAR,0.0008991418,2569,54234,262
1237648720685498544,160.878831962127,-0.584109529483157,19.11186,17.90859,17.40774,17.19731,17.05761,756,301,2,301,308515848023205888,GALAXY,0.0190457,274,51913,70
1237648720685498487,160.861938713304,-0.422734986442411,19.44424,18.23033,17.64066,17.2346,17.04825,756,301,2,301,309695898827384832,GALAXY,0.1273446,275,51910,267
